FJ Accounts Receivable Aging Report ,,,,,,,,,,,,,,,,,,,
Legal Entity,"Alpha Ducts LLC,Alpine Coils Industry LLC,DC Serve Equipment Trading LLC,Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,FJ Care Air Condition Trading LLC,FJ Care Technical Services LLC,FJ Electrical Engineering and General Trading Co. Limited,FJ Industries WLL,FJ Trading and Engineering Co. WLL,Faisal Jassem Trading Company LLC,Faisal Jassim Al Dosari Trading Owned By Faisal Jassim Mohammad Aldosari One Person Co. LLC,Faisal Jassim Engineering and Trading Co. LLC,Faisal Jassim Industries LLC,Faisal Jassim Trading Co. LLC,Flowtech Air Distribution Industries LLC,Future Journey Energy Solutions LLC,Metaform Industries LLC,Multiplast Dubai LLC,Raphael Khlat India Private Limited,Raphael Khlat Middle East FZCO,Tawreed Co. LLC,Tawreed Integrated Industries,ZZZ_DO_NOT_USE_IRQOLD",,,,,,,,,,,,,,,,,,
Division,"4010-Air Handling Unit,4020-Alpha Ducts,4030-Damper,4040-Alpine,4050-Insulation,4060-Busbar,4070-Chiller,4080-Corporate Administration,4090-Corporate Finance,4100-Corporate HR,4110-Corporate HSE & Internal Audit,4120-Corporate IT,4130-Corporate Logistics,4140-Corporate Management,4150-Corporate Marketing,4160-Corporate Procurement,4170-DC Serve,4180-Ducting ,4190-ECS Promaster,4200-ECS Promaster KSA,4210-Euroclima Middle East,4220-FJ Care,4230-FJ Energy,4240-FJ Iraq,4250-FJ Qatar Corporate,4260-Flowtech,4270-Flowtech KSA,4280-Lighting Solutions,4290-Metaform,4300-Multiplast KSA,4310-Multiplast UAE,4320-Pumps Aquaflo,4330-Pumps KSA,4340-Qatar MEP,4350-RKME ,4360-Ventilation Fans,4370-KSA Corporate,4380-DIP MPD Factory UAE",,,,,,,,,,,,,,,,,,
Business Unit,"Air Handling Unit KSA BU,Air Handling Unit UAE BU,Alpha Ducts KSA BU,Alpha Ducts Oman BU,Alpha Ducts Qatar BU,Alpha Ducts UAE BU,Alpine Coils General UAE BU,Alpine Coils UAE BU,Alpine Filter Frame UAE BU,Busbar UAE BU,Chiller UAE BU,Corporate Administration Abu Dhabi BU,Corporate Administration Dossari Trading UAE BU,Corporate Administration India BU,Corporate Administration Industries KSA BU,Corporate Administration Oman BU,Corporate Administration UAE BU,Corporate Finance India BU,Corporate Finance Industries KSA BU,Corporate Finance UAE BU,Corporate HR UAE BU,Corporate HSE & Internal Audit India BU,Corporate HSE & Internal Audit UAE BU,Corporate IT India BU,Corporate IT Industries KSA BU,Corporate IT UAE BU,Corporate Industries UAE BU,Corporate KSA BU,Corporate Logistics India BU,Corporate Logistics Industries KSA BU,Corporate Logistics UAE BU,Corporate Management UAE BU,Corporate Marketing UAE BU,Corporate Procurement UAE BU,DC Serve Cooling Tower KSA BU,DC Serve Cooling Tower Qatar BU,DC Serve Cooling Tower UAE BU,DC Serve General UAE BU,DC Serve Heat Exchanger KSA BU,DC Serve Heat Exchanger UAE BU,DC Serve KSA Operation UAE BU,DC Serve Qatar Operation UAE BU,DC Serve Valves KSA BU,DC Serve Valves Qatar BU,DC Serve Valves UAE BU,DCSM UAE BU,DIP MPD Factory UAE,Ducting FT Industries UAE BU,Ducting UAE BU,ECS Promaster India BU,ECS Promaster Industries KSA BU,ECS Promaster UAE BU,Euroclima Middle East AHU KSA BU,Euroclima Middle East AHU Qatar BU,Euroclima Middle East AHU UAE BU,Euroclima Middle East Export UAE BU,Euroclima Middle East FCU UAE BU,Euroclima Middle East General UAE BU,Euroclima Middle East KSA Operation UAE BU,Euroclima Middle East QTR Operation UAE BU,Euroclima Middle East Service UAE BU,FJ Care Casual Jobs UAE BU,FJ Care General UAE BU,FJ Care Projects UAE BU,FJ Care Services & AMC UAE BU,FJ Energy Boiler UAE BU,FJ Energy General UAE BU,FJ Energy KSA BU,FJ Energy KSA Operation UAE BU,FJ Energy Photovoltaic UAE BU,FJ Energy Plumbing UAE BU,FJ Energy Qatar BU,FJ Energy Qatar Operation UAE BU,FJ Energy Renewable UAE BU,FJ Energy Services UAE BU,FJ Iraq BU,FJ Iraq UAE BU,FJ Qatar Corporate BU,FJC AC Product Trading (FJC) UAE BU,FJC AC Product Trading KSA BU,FJC AC Product Trading UAE BU,FJC AC Spare Parts (FJC) UAE BU,FJC AC Spare Parts UAE BU,FJC AC Trading (FJC) UAE BU,FJC AC Trading UAE BU,Flowtech Dampers UAE BU,Flowtech FT Industries UAE BU,Flowtech Industries KSA BU,Flowtech KSA BU,Flowtech Oman BU,Flowtech Qatar BU,Flowtech UAE BU,Insulation KSA BU,Insulation Trading UAE BU,Insulation UAE BU,Lighting Solutions KSA BU,Lighting Solutions UAE BU,Metaform Access Panel Solution UAE BU,Metaform Architectural Metal Solution UAE BU,Metaform General Fabrication Solution UAE BU,Metaform General UAE BU,Metaform High-Performance Opening Solution UAE BU,Metaform KSA BU,Metaform Metal Enclosure Solution UAE BU,Metaform Metal Profile Solution UAE BU,Metaform POD UAE BU,Multiplast Industries KSA BU,Multiplast KSA BU,Multiplast UAE BU,Nationalisation Industries UAE BU,Nationalisation KSA BU,Nationalisation KSA Industries BU,Nationalisation UAE BU,Nationalization FT Industries UAE BU,Pumps Aquaflo General UAE BU,Pumps Aquaflo India BU,Pumps Aquaflo KSA BU,Pumps Aquaflo Oman BU,Pumps Aquaflo Service Oman BU,Pumps Aquaflo Service UAE BU,Pumps Aquaflo UAE BU,Qatar MEP BU,RKME UAE BU,Ventilation Fans Trading UAE BU,Ventilation Fans UAE BU",,,,,,,,,,,,,,,,,,
GL Code,All ,,,,,,,,,,,,,,,,,,
Aging As on,31/03/2026,,,,,,,,,,,,,,,,,,
Report Currency,Accounted,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legal Entity,Division,Business Unit,GL Code,Customer Type,Customer Registry ID,Customer Account Number,Name of Customer,Country of customer,Currency,Total Receivable Value,Current/Not Due,0-30 days,31-60 days,61-90 days,91-120 days,121-180 days,181-365 days,366 to 730 days,Above 730 days
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭101132‬,315-101132,ARABIAN CONSTRUCTION COMPANY LLC SPC,AE,AED,84.93,0.00,0.00,0.00,0.00,0.00,0.00,21.00,63.93,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭103098‬,315-103098,IMPEX POWER SOLUTION FZ-LLC,AE,AED,0.24,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
Tawreed Co. LLC,‭4170‬,DC Serve Valves KSA BU,‭121201-Accounts Receivables‬,External,‭126207‬,318-126207,FLUIDS CONTROL CONTRACTING COMPANY LTD,SA,SAR,"2,37,247.05",0.00,"2,37,247.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭108320‬,319-108320,MAB UNITED FOR TRADING AND CONTRACTING CO.LTD,SA,SAR,"1,02,603.17",0.00,0.00,0.00,"1,02,603.17",0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭105325‬,322-105325,TARGET INTERNATIONAL AIR CONDITIONING CONTRACTING MAINTENANCE L.L.C,AE,AED,"3,727.21",0.00,"3,727.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭121201-Accounts Receivables‬,External,‭103072‬,304-103072,IDAMA FACILITIES MANAGEMENT SOLUTIONS,AE,AED,"21,630.00",0.00,0.00,0.00,0.00,0.00,0.00,"21,630.00",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭101040‬,306-101040,ALTA MEP CONTRACTING LLC,AE,AED,"1,334.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,334.97",0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭104392‬,306-104392,POTENTIAL CONTRACTING LLC,AE,AED,77.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.41
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭103228‬,306-103228,JAMS CONTRACTING LLC,AE,AED,"26,916.80",0.00,"21,108.70",0.00,0.00,"4,800.58","1,006.92",0.60,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭106668‬,306-106668,ARIHA FROID,MA,AED,"3,86,668.31",0.00,0.00,0.00,0.00,0.00,"3,86,410.71",257.60,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭105656‬,306-105656,UNITED MASTERS ELECTROMECHANICAL LLC,AE,AED,149.69,0.00,0.00,0.00,0.00,149.69,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭103257‬,306-103257,JELFAR STAR CONTRACTING LLC,AE,AED,"6,217.50",0.00,0.00,"3,288.60","2,925.92",2.98,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭106173‬,306-106173,NATIONAL STEEL FABRICATION CO.,EG,AED,"3,69,997.17",0.00,339.11,"3,69,658.06",0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Trading UAE BU,‭121201-Accounts Receivables‬,External,‭102105‬,308-102105,ECC FIT OUT CONSTRUCTION LLC,AE,AED,"1,352.40",0.00,0.00,0.00,0.00,"1,352.40",0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Services & AMC UAE BU,‭121201-Accounts Receivables‬,External,‭105546‬,309-105546,TRANE B V B A( DUBAI BRANCH),AE,AED,"13,912.50",0.00,0.00,"13,912.50",0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121201-Accounts Receivables‬,External,‭108961‬,309-108961,EFS FACILITIES MANAGEMENT SERVICES LLC - DUBAI,AE,AED,"2,625.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,625.00",0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭175228‬,301-175228,SEVEN COLORS BUILDING MATERIALS TRADING LLC,AE,AED,4.22,0.00,3.02,1.20,0.00,0.00,0.00,0.00,0.00,0.00
Alpine Coils Industry LLC,‭4040‬,Alpine Coils UAE BU,‭121201-Accounts Receivables‬,External,‭10883‬,302-10883,BINI CLIMA,IT,AED,"3,07,143.29",0.00,"3,07,143.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭102285‬,303-102285,EMRILL SERVICES LLC,AE,AED,"8,662.50",0.00,0.00,0.00,0.00,0.00,0.00,"8,662.50",0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East Service UAE BU,‭121201-Accounts Receivables‬,External,‭102326‬,304-102326,ENOVA FACILITIES MANAGEMENT LLC,AE,AED,"21,744.03",0.00,"21,744.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4260‬,Flowtech Oman BU,‭121201-Accounts Receivables‬,External,‭108967‬,305-108967,United Coast ENT LLC,OM,OMR,487.03,0.00,0.00,0.00,0.00,0.00,0.00,487.03,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭104907‬,306-104907,SATURN POWER ELECTROMECHANICAL CONSTRUCTION LLC,AE,AED,294.00,0.00,0.00,0.00,294.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,"-4,23,933.65",0.00,0.00,0.00,"-1,20,037.80",0.00,0.00,"-3,03,895.85",0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,"-41,573.10",0.00,0.00,0.00,"-41,573.10",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121201-Accounts Receivables‬,External,‭101898‬,306-101898,DEERFIELDS TOWNSQUARE SHOPPING CENTRE L.L.C.,AE,AED,"85,680.00",0.00,0.00,0.00,0.00,0.00,"85,680.00",0.00,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121201-Accounts Receivables‬,External,‭108751‬,307-108751,ESTIM CONSTRUCTION CO. LTD,TZ,AED,5.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.34
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Product Trading UAE BU,‭121201-Accounts Receivables‬,External,‭105702‬,308-105702,VERGER DELPORTE U.AE. LTD. CO,AE,AED,"1,06,428.00",0.00,0.00,0.00,0.00,"1,06,428.00",0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Projects UAE BU,‭121201-Accounts Receivables‬,External,‭103921‬,309-103921,MR. SULTAN ABDULLA MOHAMMED ABDULRAHMAN AL RAEESI,AE,AED,"18,354.00",0.00,0.00,0.00,0.00,0.00,0.00,"18,354.00",0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Trading (FJC) UAE BU,‭121201-Accounts Receivables‬,External,‭104101‬,309-104101,NEWELL ELECTRO MECHANICAL WORKS LLC,AE,AED,426.33,0.00,0.00,0.00,0.00,0.00,0.00,426.33,0.00,0.00
FJ Industries WLL,‭4260‬,Flowtech Qatar BU,‭121201-Accounts Receivables‬,External,‭101591‬,311-101591,CASH SALES,AE,QAR,64.55,0.00,0.00,0.00,0.00,64.55,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Renewable UAE BU,‭121201-Accounts Receivables‬,External,‭102289‬,313-102289,EMT ELECTROMECHANICAL WORKS LLC,AE,AED,"10,573.50",0.00,0.00,"10,573.50",0.00,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭102321‬,315-102321,ENGINEERING TEAM SERVICES LLC.,AE,AED,4.34,0.00,0.00,0.00,3.68,0.66,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4170‬,DC Serve Heat Exchanger KSA BU,‭121201-Accounts Receivables‬,External,‭116073‬,318-116073,UNITED PARK COMPANY,SA,SAR,"13,340.00",0.00,0.00,0.00,0.00,"13,340.00",0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4290‬,Metaform KSA BU,‭121201-Accounts Receivables‬,External,‭108659‬,318-108659,Al Morouj Star Contracting Company,SA,SAR,"4,945.00",0.00,0.00,0.00,0.00,0.00,"4,945.00",0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4180‬,Ducting FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭105625‬,322-105625,UNICORN ELECTROMECHANICAL CONTRACTING LLC,AE,AED,"8,095.98",0.00,"7,229.83",866.15,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭104295‬,322-104295,PALM LEAVES GENERAL CONTRACTING L.L.C,AE,AED,"16,152.92",0.00,"16,152.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭105274‬,322-105274,SYRINO ELECTRICAL CONTRACTING,AE,AED,"20,962.75",0.00,"20,962.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭121201-Accounts Receivables‬,External,‭108475‬,318-108475,SAUDI BIN LADIN GROUP (HARAMAIN DIVISION) - P1150/108 SHAMIYAH-SVB ZONE 12 -15-PO:29240,SA,SAR,"3,10,242.40",0.00,0.00,0.00,0.00,0.00,0.00,"3,10,242.40",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭106502‬,306-106502,AIR DESIGN LIMITED,KE,AED,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭126223‬,306-126223,PATIYA GENERAL TECHNICAL SERVICES  LLC,AE,AED,80.02,0.00,0.00,0.00,0.00,80.02,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭108953‬,306-108953,Engineering Contracting Co. LLC,AE,AED,-257.83,0.00,0.00,0.00,0.00,0.00,-257.83,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭105185‬,306-105185,STAR BUDAPEST AIRCONDTIONING SYSTEM LLC,AE,AED,3.24,0.00,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121201-Accounts Receivables‬,External,‭105384‬,306-105384,TECHNOMECH ELECTROMECHANICAL WORKS LLC,AE,AED,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121201-Accounts Receivables‬,External,‭101298‬,306-101298,B N S CONTRACTING LLC,AE,AED,"41,055.00",0.00,"41,055.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121201-Accounts Receivables‬,External,‭102584‬,306-102584,G B C STREAMLINE CONTRACTING LLC,AE,AED,"7,450.80",0.00,"7,450.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Services & AMC UAE BU,‭121201-Accounts Receivables‬,External,‭102438‬,309-102438,FANCY ROSE DMCC,AE,AED,"11,550.00",0.00,0.00,0.00,0.00,0.00,0.00,"5,775.00","5,775.00",0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭104738‬,303-104738,ROVE DUBAI MARINA LLC,AE,AED,"6,095.46",0.00,0.00,0.00,0.00,0.00,0.00,"6,095.46",0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭101988‬,303-101988,DOUBLE TREE BY HILTON RESORT& SPA,AE,AED,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭104853‬,303-104853,SAIFCO ELECTROMECHANICAL WORKS LLC,AE,AED,"7,560.00",0.00,0.00,0.00,0.00,0.00,"7,560.00",0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4320‬,Pumps Aquaflo Oman BU,‭121201-Accounts Receivables‬,External,‭106915‬,305-106915,IBN AL-MUTAWA INTERNATIONAL,OM,OMR,"2,756.25",0.00,819.00,"1,937.25",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121201-Accounts Receivables‬,External,‭102728‬,306-102728,GRANADA EUROPE ENGINEERING CONSTRUCTION LLC,AE,AED,"69,335.59",0.00,"68,486.04",849.55,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭101344‬,306-101344,BAWABAT AL WATHBAH AC UNITS FIX CONT,AE,AED,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭101410‬,306-101410,BIN DRAI ENTERPRISES,AE,AED,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭104854‬,306-104854,SAIFEE SHIP SPARE PARTS & SHIP CHANDLERS LLC,AE,AED,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121201-Accounts Receivables‬,External,‭106072‬,306-106072,INTERNATIONAL AGENCIES CO. LTD. (INTERCOL),BH,AED,"9,720.00",0.00,0.00,0.00,0.00,0.00,0.00,"9,600.00",120.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121201-Accounts Receivables‬,External,‭101338‬,308-101338,BARN SWALLOW MECHANICAL & ENGINEERING EQUIPMENT TRADING LLC,AE,AED,525.00,0.00,0.00,0.00,0.00,0.00,0.00,525.00,0.00,0.00
FJ Industries WLL,‭4260‬,Flowtech Qatar BU,‭121201-Accounts Receivables‬,External,‭107862‬,311-107862,WEDIR-TECH CONTRACTING,QA,QAR,"-2,897.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,897.00"
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Photovoltaic UAE BU,‭121201-Accounts Receivables‬,External,‭100641‬,313-100641,AL MUHANAD MECH CONT. LLC,AE,AED,"1,13,400.00",0.00,"1,13,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform POD UAE BU,‭121201-Accounts Receivables‬,External,‭105921‬,314-105921,ZUBLIN CONSTRUCTION LLC,AE,AED,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121201-Accounts Receivables‬,External,‭124218‬,315-124218,AL SAFAQAH AL RABIHA ELECT WARE TR,AE,AED,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Tawreed Co. LLC,‭4290‬,Metaform KSA BU,‭121201-Accounts Receivables‬,External,‭107892‬,318-107892,AASIMAT AL AHMAL CONTRACTING COMPANY,SA,SAR,"1,69,349.67",0.00,0.00,0.00,0.00,0.00,"1,20,922.50","48,427.17",0.00,0.00
Tawreed Co. LLC,‭4290‬,Metaform KSA BU,‭121201-Accounts Receivables‬,External,‭108030‬,318-108030,AL-SABQ AL-ARABI CO FOR TRADING & CONTRACTING (SATC),SA,SAR,"18,423.00",0.00,0.00,0.00,0.00,0.00,0.00,"18,423.00",0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121201-Accounts Receivables‬,External,‭124224‬,319-124224,MODERN BUILDING SYSTEMS COMPANY,SA,SAR,"9,972.45",0.00,0.00,"9,972.45",0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121201-Accounts Receivables‬,External,‭103203‬,322-103203,ITALTECH CONTRACTING LLC,AE,AED,"3,488.73",0.00,"3,488.73",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭106480‬,306-106480,DAFA ENGINEERING SYSTEMS,JO,AED,683.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,683.04,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭105965‬,306-105965,Grans Electromechanical LLC,AE,AED,"4,826.34",0.00,0.00,0.00,0.00,0.00,0.00,"4,826.34",0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121201-Accounts Receivables‬,External,‭101740‬,306-101740,CONSTRUCTION & BUILDING ENGINEERING LLC,AE,AED,0.03,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Trading UAE BU,‭121201-Accounts Receivables‬,External,‭104101‬,308-104101,NEWELL ELECTRO MECHANICAL WORKS LLC,AE,AED,"24,298.65",0.00,0.00,"24,298.65",0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Services & AMC UAE BU,‭121201-Accounts Receivables‬,External,‭103351‬,309-103351,KAZIM MOHAMMAD ALKHAFAJI,AE,AED,"5,250.00",0.00,0.00,"5,250.00",0.00,0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121201-Accounts Receivables‬,External,‭100726‬,301-100726,AL RAHMANIA BUILDING & CONSTRUCTIONS MATERIALS TRADING LLC,AE,AED,"12,796.06",0.00,"12,792.53",0.00,0.00,0.00,3.53,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121501-Due from Related Parties‬,Internal,‭108605‬,108605,TAWREED CO. LLC (R),SA,AED,"12,800.00",0.00,0.00,0.00,0.00,"12,800.00",0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭106926‬,303-106926,JINDAL SHADEED IRON & STEEL LLC,OM,AED,8.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121201-Accounts Receivables‬,External,‭102326‬,303-102326,ENOVA FACILITIES MANAGEMENT LLC,AE,AED,"51,397.50",0.00,0.00,0.00,"51,397.50",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭103747‬,306-103747,MEPAK ELECTROMECHANICAL LLC,AE,AED,610.94,0.00,0.00,0.00,0.00,0.00,150.01,460.93,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭108930‬,306-108930,AG Engineering L.L.C,AE,AED,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121201-Accounts Receivables‬,External,‭100961‬,306-100961,ALHAFA ELECTROMECHANICAL EQUIPMENT INSTALLATION AND MAINTENANCE CO.,AE,AED,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4360‬,Ventilation Fans Trading UAE BU,‭121201-Accounts Receivables‬,External,‭101507‬,307-101507,BRIGHT ACCORD GENERAL CONTRACTING L.L.C.,AE,AED,"41,022.85",0.00,"41,022.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121201-Accounts Receivables‬,External,‭101420‬,307-101420,BIN LAHEJ ELECTROMECHANICAL LLC,AE,AED,"2,34,483.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,34,483.70",0.00
