FJ Accounts Receivable Aging Report ,,,,,,,,,,,,,,,,,,,
Legal Entity,"Alpha Ducts LLC,Alpine Coils Industry LLC,DC Serve Equipment Trading LLC,Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,FJ Care Air Condition Trading LLC,FJ Care Technical Services LLC,FJ Electrical Engineering and General Trading Co. Limited,FJ Industries WLL,FJ Trading and Engineering Co. WLL,Faisal Jassem Trading Company LLC,Faisal Jassim Al Dosari Trading Owned By Faisal Jassim Mohammad Aldosari One Person Co. LLC,Faisal Jassim Engineering and Trading Co. LLC,Faisal Jassim Industries LLC,Faisal Jassim Trading Co. LLC,Flowtech Air Distribution Industries LLC,Future Journey Energy Solutions LLC,Metaform Industries LLC,Multiplast Dubai LLC,Raphael Khlat India Private Limited,Raphael Khlat Middle East FZCO,Tawreed Co. LLC,Tawreed Integrated Industries,ZZZ_DO_NOT_USE_IRQOLD",,,,,,,,,,,,,,,,,,
Division,"4010-Air Handling Unit,4020-Alpha Ducts,4030-Damper,4040-Alpine,4050-Insulation,4060-Busbar,4070-Chiller,4080-Corporate Administration,4090-Corporate Finance,4100-Corporate HR,4110-Corporate HSE & Internal Audit,4120-Corporate IT,4130-Corporate Logistics,4140-Corporate Management,4150-Corporate Marketing,4160-Corporate Procurement,4170-DC Serve,4180-Ducting ,4190-ECS Promaster,4200-ECS Promaster KSA,4210-Euroclima Middle East,4220-FJ Care,4230-FJ Energy,4240-FJ Iraq,4250-FJ Qatar Corporate,4260-Flowtech,4270-Flowtech KSA,4280-Lighting Solutions,4290-Metaform,4300-Multiplast KSA,4310-Multiplast UAE,4320-Pumps Aquaflo,4330-Pumps KSA,4340-Qatar MEP,4350-RKME ,4360-Ventilation Fans,4370-KSA Corporate,4380-DIP MPD Factory UAE",,,,,,,,,,,,,,,,,,
Business Unit,"Air Handling Unit KSA BU,Air Handling Unit UAE BU,Alpha Ducts KSA BU,Alpha Ducts Oman BU,Alpha Ducts Qatar BU,Alpha Ducts UAE BU,Alpine Coils General UAE BU,Alpine Coils UAE BU,Alpine Filter Frame UAE BU,Busbar UAE BU,Chiller UAE BU,Corporate Administration Abu Dhabi BU,Corporate Administration Dossari Trading UAE BU,Corporate Administration India BU,Corporate Administration Industries KSA BU,Corporate Administration Oman BU,Corporate Administration UAE BU,Corporate Finance India BU,Corporate Finance Industries KSA BU,Corporate Finance UAE BU,Corporate HR UAE BU,Corporate HSE & Internal Audit India BU,Corporate HSE & Internal Audit UAE BU,Corporate IT India BU,Corporate IT Industries KSA BU,Corporate IT UAE BU,Corporate Industries UAE BU,Corporate KSA BU,Corporate Logistics India BU,Corporate Logistics Industries KSA BU,Corporate Logistics UAE BU,Corporate Management UAE BU,Corporate Marketing UAE BU,Corporate Procurement UAE BU,DC Serve Cooling Tower KSA BU,DC Serve Cooling Tower Qatar BU,DC Serve Cooling Tower UAE BU,DC Serve General UAE BU,DC Serve Heat Exchanger KSA BU,DC Serve Heat Exchanger UAE BU,DC Serve KSA Operation UAE BU,DC Serve Qatar Operation UAE BU,DC Serve Valves KSA BU,DC Serve Valves Qatar BU,DC Serve Valves UAE BU,DCSM UAE BU,DIP MPD Factory UAE,Ducting FT Industries UAE BU,Ducting UAE BU,ECS Promaster India BU,ECS Promaster Industries KSA BU,ECS Promaster UAE BU,Euroclima Middle East AHU KSA BU,Euroclima Middle East AHU Qatar BU,Euroclima Middle East AHU UAE BU,Euroclima Middle East Export UAE BU,Euroclima Middle East FCU UAE BU,Euroclima Middle East General UAE BU,Euroclima Middle East KSA Operation UAE BU,Euroclima Middle East QTR Operation UAE BU,Euroclima Middle East Service UAE BU,FJ Care Casual Jobs UAE BU,FJ Care General UAE BU,FJ Care Projects UAE BU,FJ Care Services & AMC UAE BU,FJ Energy Boiler UAE BU,FJ Energy General UAE BU,FJ Energy KSA BU,FJ Energy KSA Operation UAE BU,FJ Energy Photovoltaic UAE BU,FJ Energy Plumbing UAE BU,FJ Energy Qatar BU,FJ Energy Qatar Operation UAE BU,FJ Energy Renewable UAE BU,FJ Energy Services UAE BU,FJ Iraq BU,FJ Iraq UAE BU,FJ Qatar Corporate BU,FJC AC Product Trading (FJC) UAE BU,FJC AC Product Trading KSA BU,FJC AC Product Trading UAE BU,FJC AC Spare Parts (FJC) UAE BU,FJC AC Spare Parts UAE BU,FJC AC Trading (FJC) UAE BU,FJC AC Trading UAE BU,Flowtech Dampers UAE BU,Flowtech FT Industries UAE BU,Flowtech Industries KSA BU,Flowtech KSA BU,Flowtech Oman BU,Flowtech Qatar BU,Flowtech UAE BU,Insulation KSA BU,Insulation Trading UAE BU,Insulation UAE BU,Lighting Solutions KSA BU,Lighting Solutions UAE BU,Metaform Access Panel Solution UAE BU,Metaform Architectural Metal Solution UAE BU,Metaform General Fabrication Solution UAE BU,Metaform General UAE BU,Metaform High-Performance Opening Solution UAE BU,Metaform KSA BU,Metaform Metal Enclosure Solution UAE BU,Metaform Metal Profile Solution UAE BU,Metaform POD UAE BU,Multiplast Industries KSA BU,Multiplast KSA BU,Multiplast UAE BU,Nationalisation Industries UAE BU,Nationalisation KSA BU,Nationalisation KSA Industries BU,Nationalisation UAE BU,Nationalization FT Industries UAE BU,Pumps Aquaflo General UAE BU,Pumps Aquaflo India BU,Pumps Aquaflo KSA BU,Pumps Aquaflo Oman BU,Pumps Aquaflo Service Oman BU,Pumps Aquaflo Service UAE BU,Pumps Aquaflo UAE BU,Qatar MEP BU,RKME UAE BU,Ventilation Fans Trading UAE BU,Ventilation Fans UAE BU",,,,,,,,,,,,,,,,,,
GL Code,All ,,,,,,,,,,,,,,,,,,
Aging As on,31/03/2026,,,,,,,,,,,,,,,,,,
Report Currency,Accounted,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legal Entity,Division,Business Unit,GL Code,Customer Type,Customer Registry ID,Customer Account Number,Name of Customer,Country of customer,Currency,Total Receivable Value,Current/Not Due,0-30 days,31-60 days,61-90 days,91-120 days,121-180 days,181-365 days,366 to 730 days,Above 730 days
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121204-Unapplied Receipts‬,External,‭100388‬,306-100388,AL FAHIM TECH CONT LLC,AE,AED,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121401-Due from Inter Division‬,External,‭102461‬,306-102461,FIBREX -LLC,AE,AED,"1,07,695.85",0.00,"1,07,695.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4010‬,Air Handling Unit KSA BU,‭121401-Due from Inter Division‬,External,‭108098‬,318-108098,BRANCH COMPANY JAMES L WILLIAMS MIDDLE EAST LIMITED,SA,SAR,"1,68,049.04",0.00,0.00,"1,68,049.04",0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121401-Due from Inter Division‬,External,‭102349‬,309-102349,ESSAY BOUSAYF ESSAY BOUSAYF,AE,AED,"34,650.00",0.00,"34,650.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Metaform Industries LLC,‭4290‬,Metaform Architectural Metal Solution UAE BU,‭121401-Due from Inter Division‬,External,‭101480‬,314-101480,BMTC - BAHRI & MAZROEI TRADING CO. LLC,AE,AED,"15,388.80",0.00,0.00,0.00,0.00,"15,388.80",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121401-Due from Inter Division‬,External,‭101161‬,306-101161,ARCO TURNKEY SOLUTIONS CONTRACTING LLC,AE,AED,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121204-Unapplied Receipts‬,External,‭105268‬,308-105268,SYNCHRO TECHNICAL SERVICES LLC,AE,AED,"-4,147.50",0.00,0.00,0.00,0.00,"-4,147.50",0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭223921-Advances from Customers‬,External,‭100447‬,309-100447,AL HABTOOR GROUP LLC,AE,AED,"-2,362.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,362.50"
FJ Trading and Engineering Co. WLL,‭4250‬,FJ Qatar Corporate BU,‭121204-Unapplied Receipts‬,External,‭107695‬,312-107695,QD-SBG,QA,QAR,-475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-475.00
Tawreed Co. LLC,‭4330‬,Pumps Aquaflo KSA BU,‭121204-Unapplied Receipts‬,External,‭107954‬,318-107954,AL FOUZAN TRADING & GENERAL CONTRACTING,SA,SAR,"-2,254.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,254.98"
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭121204-Unapplied Receipts‬,External,‭108909‬,318-108909,Advanced Construction for Contracting. Co,SA,SAR,"-6,424.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-6,424.00"
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭108955‬,306-108955,IBuild Construction LLC,AE,AED,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭102147‬,306-102147,ELECTRA ELECTRO MECHANICAL CONT,AE,AED,-1.87,0.00,0.00,0.00,0.00,0.00,0.00,-1.87,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121204-Unapplied Receipts‬,External,‭105268‬,309-105268,SYNCHRO TECHNICAL SERVICES LLC,AE,AED,-211.18,0.00,0.00,0.00,0.00,0.00,0.00,-211.18,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East Export UAE BU,‭121204-Unapplied Receipts‬,External,‭106153‬,304-106153,CHINA STATE CONSTRUCTION ENGINEERING CORP. LTD,EG,EUR,"-91,959.00",0.00,0.00,0.00,0.00,0.00,0.00,"-91,959.00",0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East Service UAE BU,‭223921-Advances from Customers‬,External,‭102326‬,304-102326,ENOVA FACILITIES MANAGEMENT LLC,AE,AED,"14,708.60",0.00,"14,708.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121204-Unapplied Receipts‬,External,‭154180‬,306-154180,AVANI PALM VIEW HOTEL  MANAGEMENT FZ LLC,AE,AED,"-50,802.94",0.00,0.00,"-50,802.94",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4360‬,Ventilation Fans UAE BU,‭223921-Advances from Customers‬,External,‭103850‬,306-103850,MODERN ENGINEERING & CONTRACTING LLC,AE,AED,"-3,795.00",0.00,0.00,"-3,795.00",0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Product Trading UAE BU,‭121202-PDC Receipts‬,External,‭105448‬,308-105448,THE ONE ELECTROMECHANICAL INSTALLATION LLC.,AE,AED,"28,454.32",0.00,"28,454.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121204-Unapplied Receipts‬,External,‭102929‬,308-102929,HELAL SAEED SALEM SAEED ALMARRI,AE,AED,-132.75,0.00,0.00,0.00,0.00,0.00,0.00,-132.75,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121204-Unapplied Receipts‬,External,‭101009‬,309-101009,ALMULLA ENTERPRISES,AE,AED,"-10,389.75",0.00,0.00,0.00,0.00,"-10,389.75",0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121202-PDC Receipts‬,External,‭105953‬,309-105953,MR. DHAHI KHALFAN TAMIM,AE,AED,"1,16,655.00",0.00,"1,16,655.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Trading (FJC) UAE BU,‭121202-PDC Receipts‬,External,‭104101‬,309-104101,NEWELL ELECTRO MECHANICAL WORKS LLC,AE,AED,"87,602.00",0.00,0.00,"87,602.00",0.00,0.00,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Boiler UAE BU,‭223921-Advances from Customers‬,External,‭105531‬,313-105531,TORNADO GROUP,AE,AED,"-2,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,500.00"
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Boiler UAE BU,‭121202-PDC Receipts‬,External,‭103056‬,313-103056,I ZONE ELECTROMECHANICAL CONTRACTORS LLC,AE,AED,"71,400.00",0.00,0.00,"71,400.00",0.00,0.00,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Plumbing UAE BU,‭121204-Unapplied Receipts‬,External,‭105067‬,313-105067,SITE TECHNOLOGY INTEGRATED SYSTEMS LLC,AE,AED,-413.00,0.00,0.00,-413.00,0.00,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭104922‬,315-104922,SCRAP SALE,AE,AED,"-2,267.53",0.00,0.00,0.00,-930.45,0.00,-10.29,"-1,326.79",0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭104745‬,315-104745,ROYAL ADVANCE ELECTROMECHANICAL LLC,AE,AED,"-10,186.07",0.00,0.00,0.00,0.00,0.00,0.00,"-10,050.43",0.00,-135.64
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121202-PDC Receipts‬,External,‭104381‬,315-104381,PLUS SEVEN CONTRACTING LLC,AE,AED,"77,556.62",0.00,"36,213.03","41,343.59",0.00,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭104712‬,315-104712,RNINE INTERNATIONAL ELECTROMECHANICAL CONTRACTING LLC,AE,AED,-0.08,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭104759‬,315-104759,ROYAL INTERNATIONAL CONSTRUCTION - LLC,AE,AED,-0.25,0.00,0.00,-0.25,0.00,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121202-PDC Receipts‬,External,‭100282‬,315-100282,AL ANDALUS POWER ELECTROMECHANICAL WORKS LLC,AE,AED,"55,707.23",0.00,"55,707.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4370‬,Corporate KSA BU,‭223921-Advances from Customers‬,External,‭108656‬,318-108656,ZAMIL PROJECTS,SA,SAR,"-1,798.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,798.24"
Tawreed Co. LLC,‭4230‬,FJ Energy KSA BU,‭121204-Unapplied Receipts‬,External,‭108608‬,318-108608,TAWREED-CASH SALES,SA,SAR,"-2,200.00",0.00,"-1,650.00",-550.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4290‬,Metaform KSA BU,‭121204-Unapplied Receipts‬,External,‭108234‬,318-108234,GRABI JUBAIL METAL INDUSTRIES FACTORY,SA,SAR,"-43,374.20",0.00,0.00,0.00,0.00,0.00,"-43,374.20",0.00,0.00,0.00
Tawreed Co. LLC,‭4330‬,Pumps Aquaflo KSA BU,‭121204-Unapplied Receipts‬,External,‭109068‬,318-109068,RIYADH VILLAS CONTRACTING CO,SA,SAR,"-3,55,350.00",0.00,0.00,"-2,23,100.00",0.00,0.00,"-1,32,250.00",0.00,0.00,0.00
Tawreed Integrated Industries,‭4200‬,ECS Promaster Industries KSA BU,‭121204-Unapplied Receipts‬,External,‭108221‬,319-108221,FORE VISION CONSTRUCTION CO.,SA,SAR,"-33,691.55",0.00,"-33,691.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Integrated Industries,‭4270‬,Flowtech Industries KSA BU,‭121204-Unapplied Receipts‬,External,‭154184‬,319-154184,DELTA VALLEYS CONTRACTING CO,SA,SAR,"-35,929.92",0.00,"-35,929.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121204-Unapplied Receipts‬,External,‭108751‬,322-108751,ESTIM CONSTRUCTION CO. LTD,TZ,AED,"-42,189.27",0.00,"-42,189.27",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Flowtech Air Distribution Industries LLC,‭4260‬,Flowtech FT Industries UAE BU,‭121204-Unapplied Receipts‬,External,‭105725‬,322-105725,VISION AIR TECHNICAL SERVICES,AE,AED,-255.44,0.00,-255.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭223921-Advances from Customers‬,External,‭108113‬,318-108113,CIVIL WORKS JOINT VENTURE,SA,SAR,"-13,970.00",0.00,0.00,0.00,0.00,"5,132.40",0.00,"-19,102.40",0.00,0.00
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭121204-Unapplied Receipts‬,External,‭107928‬,318-107928,ADVANCED VISION ELECTROMECHANICAL COMPANY  ,SA,SAR,"-39,421.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-39,421.05"
Tawreed Co. LLC,‭4210‬,Euroclima Middle East AHU KSA BU,‭121204-Unapplied Receipts‬,External,‭107958‬,318-107958,AL HAJRY OVERSEAS,SA,SAR,-0.50,0.00,0.00,-0.50,0.00,0.00,0.00,0.00,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭223921-Advances from Customers‬,External,‭103202‬,304-103202,IT UP 02 INDEX TOWER RESIDENTIAL BODY CORPORATE,AE,AED,"-47,489.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-47,489.11",0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭121204-Unapplied Receipts‬,External,‭100948‬,304-100948,ALEMCO ELECTRO MECHANICAL CONTRACTING LLC,AE,AED,"-19,95,000.00",0.00,0.00,0.00,0.00,0.00,"-19,95,000.00",0.00,0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East AHU UAE BU,‭223921-Advances from Customers‬,External,‭117076‬,304-117076,INDUSTRIAL INNOVATION GROUP LLC,AE,AED,"-21,000.00",0.00,0.00,0.00,0.00,"-21,000.00",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭101998‬,306-101998,DRC PRIME INTERNATIONAL ELECTROMECHANICAL LLC,AE,AED,-0.36,0.00,0.00,0.00,0.00,0.00,0.00,-0.36,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭101747‬,306-101747,CONTINENT GENERAL CONTRACTING - SOLE PROPRIETORSHIP LLC,AE,AED,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭100940‬,306-100940,ALDES MIDDLE EAST FZE,AE,AED,"-4,018.25",0.00,0.00,"-3,987.05",0.00,0.00,0.00,-31.05,-0.15,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭102930‬,306-102930,HELIUM ELECTROMICANICAL WORKS LLC,AE,AED,"-8,141.64",0.00,0.00,0.00,0.00,"-8,141.64",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121202-PDC Receipts‬,External,‭102289‬,306-102289,EMT ELECTROMECHANICAL WORKS LLC,AE,AED,"3,81,889.48",0.00,0.00,"1,72,293.55","2,09,595.93",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭101757‬,306-101757,CONVERSION ELECTROMECHANICAL COMPANY LLC,AE,AED,-3.10,0.00,0.00,0.00,-3.09,-0.01,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭106744‬,306-106744,ITB NIGERIA LIMITED,NE,AED,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭100785‬,306-100785,AL SAFRAD ELECTROMECHANICAL WORKS LLC,AE,AED,-0.08,0.00,0.00,0.00,-0.05,0.00,-0.03,0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121202-PDC Receipts‬,External,‭108862‬,317-108862,JUGNOO TRANSPORT BY HEAVY TRUCKS LLC,AE,AED,"31,500.00",0.00,0.00,"31,500.00",0.00,0.00,0.00,0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121202-PDC Receipts‬,External,‭108821‬,317-108821,ARTISAN WOODWORKS LLC,AE,AED,"1,79,501.00",0.00,0.00,"46,751.00",0.00,"48,600.00",0.00,"84,150.00",0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121204-Unapplied Receipts‬,External,‭108870‬,317-108870,MAGENTA LLC,AE,AED,"-10,10,200.00",0.00,0.00,"-10,10,200.00",0.00,0.00,0.00,0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121202-PDC Receipts‬,External,‭108897‬,317-108897,TRANSWILL ENGINEERING LLC,AE,AED,"1,90,500.00",0.00,"36,900.00",0.00,"1,44,000.00",0.00,0.00,"9,600.00",0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121204-Unapplied Receipts‬,External,‭103276‬,309-103276,JOHNSON CONTROLS & AIR CONDITIONING & REFRIGERATION LLC (DUBAI BRANCH),AE,AED,"-1,181.34",0.00,0.00,0.00,0.00,0.00,0.00,"-1,030.00",-151.34,0.00
FJ Electrical Engineering and General Trading Co. Limited,‭4240‬,FJ Iraq BU,‭121204-Unapplied Receipts‬,External,‭106395‬,310-106395,MERAN COMPANY FOR GENERAL CONTRACTING,IQ,USD,-3.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.74,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭100692‬,301-100692,AL NOOR AL SATIEE A/C & REF SPARE PARTS TR,AE,AED,"52,631.00",0.00,"40,283.00","12,348.00",0.00,0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121204-Unapplied Receipts‬,External,‭100209‬,301-100209,AIR TOUCH INDUSTRIES LLC.SP,AE,AED,-3.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121204-Unapplied Receipts‬,External,‭109041‬,301-109041,Green Grow Tanks & Barrels Repairing LLC,AE,AED,"-2,472.50",0.00,"-2,472.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121204-Unapplied Receipts‬,External,‭100421‬,303-100421,AL FUTTAIM ENGINEERING LLC,AE,AED,-845.00,0.00,0.00,0.00,0.00,0.00,-845.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121204-Unapplied Receipts‬,External,‭105676‬,303-105676,UTS ENGINEERING SERVICES,AE,AED,-0.25,0.00,0.00,0.00,0.00,-0.25,0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4320‬,Pumps Aquaflo Oman BU,‭121202-PDC Receipts‬,External,‭106868‬,305-106868,DIRECT SERVICES,OM,OMR,315.00,0.00,0.00,315.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4320‬,Pumps Aquaflo Oman BU,‭121204-Unapplied Receipts‬,External,‭106854‬,305-106854,CASH SALES -OMAN,OM,OMR,"-7,922.50",0.00,0.00,0.00,-275.00,-20.00,"-4,842.50","-2,755.00",-30.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121202-PDC Receipts‬,External,‭100439‬,306-100439,AL GHURAIR MEP LLC,AE,AED,"1,97,230.92",0.00,"1,27,686.07","69,544.85",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121202-PDC Receipts‬,External,‭105625‬,306-105625,UNICORN ELECTROMECHANICAL CONTRACTING LLC,AE,AED,"36,188.49",0.00,0.00,"36,188.49",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121202-PDC Receipts‬,External,‭103257‬,306-103257,JELFAR STAR CONTRACTING LLC,AE,AED,"2,80,522.23",0.00,"1,12,311.89",0.00,"1,68,210.34",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121202-PDC Receipts‬,External,‭104040‬,306-104040,NASCON ENGINEERING LIMITED - ABU DHABI,AE,AED,"3,81,545.25",0.00,"3,81,545.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121204-Unapplied Receipts‬,External,‭101757‬,306-101757,CONVERSION ELECTROMECHANICAL COMPANY LLC,AE,AED,"-9,943.54",0.00,0.00,0.00,0.00,"-9,127.10",0.00,0.00,-816.44,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121202-PDC Receipts‬,External,‭101235‬,306-101235,ASTIC GENERAL TRADING LLC,AE,AED,"13,021.05",0.00,0.00,"13,021.05",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121204-Unapplied Receipts‬,External,‭100538‬,306-100538,AL JEDAYEL TECHNICAL SERVICES L.L.C,AE,AED,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121202-PDC Receipts‬,External,‭105552‬,306-105552,TRANS EMIRATES ELECTRICAL & MECHANICAL WORKS LLC,AE,AED,"1,03,878.59",0.00,"39,195.45","26,696.59","32,810.05","5,176.50",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121202-PDC Receipts‬,External,‭102274‬,306-102274,EMKAY GLOBAL ELECTROMECHANICAL WORKS LLC,AE,AED,"71,365.98",0.00,"14,427.00","47,621.28","9,317.70",0.00,0.00,0.00,0.00,0.00
